,수상등급,분야,연도,직위,소속
0,장려상,산업 및 에너지,2021,학생,서울과학고등학교
1,장려상,산업 및 에너지,2021,학생,미림여자고등학교
2,장려상,산업 및 에너지,2021,학생,휘문중학교
3,장려상,산업 및 에너지,2021,학생,휘문중학교
4,장려상,산업 및 에너지,2021,학생,신서중학교
5,장려상,산업 및 에너지,2021,학생,상명중학교
6,장려상,산업 및 에너지,2021,학생,불암중학교
7,장려상,산업 및 에너지,2021,학생,동도중학교
8,장려상,산업 및 에너지,2021,학생,서울신미림초등학교
9,장려상,지구 및 환경,2021,학생,대진여자고등학교
10,장려상,지구 및 환경,2021,학생,을지중학교
11,장려상,지구 및 환경,2021,학생,동양중학교
12,장려상,지구 및 환경,2021,학생,태강삼육초등학교
13,장려상,지구 및 환경,2021,학생,금성초등학교
14,장려상,생물,2021,학생,덕원여자고등학교
15,장려상,생물,2021,학생,진선여자중학교
16,장려상,생물,2021,학생,장승중학교
17,장려상,생물,2021,학생,길음중학교
18,장려상,생물,2021,학생,가원중학교
19,장려상,생물,2021,학생,서울잠신초등학교
20,장려상,생물,2021,학생,서울압구정초등학교
21,장려상,생물,2021,학생,서울개운초등학교
22,장려상,화학,2021,학생,세종과학고등학교
23,장려상,화학,2021,학생,배재고등학교
24,장려상,화학,2021,학생,전일중학교
25,장려상,화학,2021,학생,잠실중학교
26,장려상,화학,2021,학생,윤중중학교
27,장려상,화학,2021,학생,금옥중학교
28,장려상,화학,2021,학생,서울역촌초등학교
29,장려상,화학,2021,학생,서울상지초등학교
30,장려상,화학,2021,학생,서울목동초등학교
31,장려상,화학,2021,학생,서울대명초등학교
32,장려상,물리,2021,학생,세종과학고등학교
33,장려상,물리,2021,학생,세종과학고등학교
34,장려상,물리,2021,학생,서울대성고등학교
35,장려상,물리,2021,학생,배재고등학교
36,장려상,물리,2021,학생,대왕중학교
37,장려상,물리,2021,학생,청원초등학교
38,장려상,물리,2021,학생,서울이문초등학교
39,장려상,물리,2021,학생,서울상지초등학교
40,장려상,물리,2021,학생,서울대현초등학교
41,우수상,산업 및 에너지,2021,학생,한성과학고등학교
42,우수상,산업 및 에너지,2021,학생,한성과학고등학교
43,우수상,산업 및 에너지,2021,학생,반포고등학교
44,우수상,산업 및 에너지,2021,학생,신도림중학교
45,우수상,산업 및 에너지,2021,학생,방배중학교
46,우수상,산업 및 에너지,2021,학생,목일중학교
47,우수상,산업 및 에너지,2021,학생,한양초등학교
48,우수상,산업 및 에너지,2021,학생,청원초등학교
49,우수상,산업 및 에너지,2021,학생,서울대도초등학교
50,우수상,지구 및 환경,2021,학생,한성과학고등학교
51,우수상,지구 및 환경,2021,학생,세종과학고등학교
52,우수상,지구 및 환경,2021,학생,휘문중학교
53,우수상,지구 및 환경,2021,학생,불암중학교
54,우수상,지구 및 환경,2021,학생,서울여의도초등학교
55,우수상,생물,2021,학생,혜성여자고등학교
56,우수상,생물,2021,학생,서울과학고등학교
57,우수상,생물,2021,학생,서울과학고등학교
58,우수상,생물,2021,학생,오륜중학교
59,우수상,생물,2021,학생,양정중학교
60,우수상,생물,2021,학생,경원중학교
61,우수상,생물,2021,학생,서울오금초등학교
62,우수상,화학,2021,학생,세종과학고등학교
63,우수상,화학,2021,학생,반포고등학교
64,우수상,화학,2021,학생,잠신중학교
65,우수상,화학,2021,학생,숙명여자중학교
66,우수상,화학,2021,학생,단국대학교사범대학부속중학교
67,우수상,화학,2021,학생,숭의초등학교
68,우수상,화학,2021,학생,계성초등학교
69,우수상,물리,2021,학생,한성과학고등학교
70,우수상,물리,2021,학생,세종과학고등학교
71,우수상,물리,2021,학생,서울고등학교
72,우수상,물리,2021,학생,신서중학교
73,우수상,물리,2021,학생,신동중학교
74,우수상,물리,2021,학생,대청중학교
75,우수상,물리,2021,학생,대방중학교
76,특상,산업 및 에너지,2021,학생,한성과학고등학교
77,특상,산업 및 에너지,2021,학생,한성과학고등학교
78,특상,산업 및 에너지,2021,학생,성보고등학교
79,특상,산업 및 에너지,2021,학생,서울과학고등학교
80,특상,산업 및 에너지,2021,학생,서울과학고등학교
81,특상,산업 및 에너지,2021,학생,서울대현초등학교
82,특상,지구 및 환경,2021,학생,한성과학고등학교
83,특상,지구 및 환경,2021,학생,백운중학교
84,특상,지구 및 환경,2021,학생,광진중학교
85,특상,생물,2021,학생,한성과학고등학교
86,특상,생물,2021,학생,세종과학고등학교
87,특상,생물,2021,학생,세종과학고등학교
88,특상,생물,2021,학생,송파중학교
89,특상,생물,2021,학생,대치중학교
90,특상,화학,2021,학생,용강중학교
91,특상,화학,2021,학생,역삼중학교
92,특상,화학,2021,학생,대명중학교
93,특상,화학,2021,학생,성동초등학교
94,특상,물리,2021,학생,신서고등학교
95,특상,물리,2021,학생,세종과학고등학교
96,특상,물리,2021,학생,서울과학고등학교
97,특상,물리,2021,학생,문창중학교
98,특상,물리,2021,학생,경기초등학교
99,장려상,산업 및 에너지,2020,학생,한성과학고등학교
100,장려상,산업 및 에너지,2020,학생,대청중학교
101,장려상,산업 및 에너지,2020,학생,숭의여자고등학교
102,장려상,산업 및 에너지,2020,학생,서울대진고등학교
103,장려상,산업 및 에너지,2020,학생,서울과학고등학교
104,장려상,산업 및 에너지,2020,학생,신사중학교
105,장려상,산업 및 에너지,2020,학생,선덕고등학교
106,장려상,산업 및 에너지,2020,학생,한성과학고등학교
107,장려상,지구 및 환경,2020,학생,서일중학교 압구정중학교
108,장려상,지구 및 환경,2020,학생,대원국제중학교
109,장려상,지구 및 환경,2020,학생,혜원여자중학교
110,장려상,지구 및 환경,2020,학생,자양중학교
111,장려상,지구 및 환경,2020,학생,대곡초등학교
112,장려상,지구 및 환경,2020,학생,여의도고등학교
113,장려상,지구 및 환경,2020,학생,한성과학고등학교
114,장려상,지구 및 환경,2020,학생,숙명여자고등학교
115,장려상,지구 및 환경,2020,학생,서울상암초등학교
116,장려상,지구 및 환경,2020,학생,혜원여자고등학교
117,장려상,생물,2020,학생,대청중학교
118,장려상,생물,2020,학생,잠실중학교
119,장려상,생물,2020,학생,휘문중학교
120,장려상,생물,2020,학생,대명중학교
121,장려상,생물,2020,학생,서울과학고등학교
122,장려상,화학,2020,학생,하나고등학교
123,장려상,화학,2020,학생,세종과학고등학교
124,장려상,화학,2020,학생,서울불광초등학교
125,장려상,화학,2020,학생,숭의여자고등학교
126,장려상,화학,2020,학생,서울지향초등학교
127,장려상,화학,2020,학생,서울역촌초등학교
128,장려상,화학,2020,학생,중앙대학교사범대학부속중학교
129,장려상,화학,2020,학생,신서중학교 목동중학교
130,장려상,화학,2020,학생,서울과학고등학교
131,장려상,화학,2020,학생,태랑중학교
132,장려상,화학,2020,학생,한성과학고등학교
133,장려상,물리,2020,학생,한성과학고등학교
134,장려상,물리,2020,학생,서울과학고등학교
135,장려상,물리,2020,학생,경기여자고등학교
136,장려상,물리,2020,학생,세종과학고등학교
137,장려상,물리,2020,학생,신반포중학교 서문여자중학교
138,장려상,물리,2020,학생,세종과학고등학교
139,장려상,물리,2020,학생,상암중학교
140,장려상,물리,2020,학생,서울해누리초등학교
141,장려상,물리,2020,학생,서울과학고등학교
142,장려상,물리,2020,학생,한성과학고등학교
143,우수상,산업 및 에너지,2020,학생,을지중학교
144,우수상,산업 및 에너지,2020,학생,숙명여자고등학교
145,우수상,지구 및 환경,2020,학생,세종과학고등학교
146,우수상,지구 및 환경,2020,학생,원촌중학교
147,우수상,지구 및 환경,2020,학생,서울길원초등학교
148,우수상,생물,2020,학생,잠실중학교
149,우수상,생물,2020,학생,옥정중학교
150,우수상,생물,2020,학생,세종과학고등학교
151,우수상,생물,2020,학생,선정고등학교
152,우수상,화학,2020,학생,신동중학교
153,우수상,물리,2020,학생,길음중학교
154,우수상,물리,2020,학생,정신여자중학교 압구정중학교 예원학교
155,우수상,물리,2020,학생,창북중학교 중계중학교
156,특상,산업 및 에너지,2020,학생,목동중학교
157,특상,산업 및 에너지,2020,학생,이화여자대학교사범대학부속이화금란중학교
158,특상,산업 및 에너지,2020,학생,세종과학고등학교
159,특상,산업 및 에너지,2020,학생,서울대명초등학교
160,특상,산업 및 에너지,2020,학생,세종과학고등학교
161,특상,지구 및 환경,2020,학생,은석초등학교
162,특상,지구 및 환경,2020,학생,상명중학교
163,특상,지구 및 환경,2020,학생,양천고등학교
164,특상,지구 및 환경,2020,학생,세종과학고등학교
165,특상,생물,2020,학생,세종과학고등학교
166,특상,생물,2020,학생,세종과학고등학교
167,특상,생물,2020,학생,한성과학고등학교
168,특상,생물,2020,학생,서울과학고등학교
169,특상,화학,2020,학생,서울대성고등학교
170,특상,화학,2020,학생,한성과학고등학교
171,특상,화학,2020,학생,염경중학교
172,특상,화학,2020,학생,한성과학고등학교
173,특상,화학,2020,학생,답십리초등학교
174,특상,물리,2020,학생,반포고등학교
175,특상,물리,2020,학생,서울과학고등학교
176,특상,물리,2020,학생,세종과학고등학교
177,특상,물리,2020,학생,서울과학고등학교
178,특상,물리,2020,학생,재현고등학교
179,장려상,산업및에너지,2019,학생,한성과학고등학교
180,장려상,산업및에너지,2019,학생,한성과학고등학교
181,장려상,산업및에너지,2019,학생,세종과학고등학교
182,장려상,산업및에너지,2019,학생,숭실고등학교
183,장려상,산업및에너지,2019,학생,서울용원초등학교
184,장려상,산업및에너지,2019,학생,경기초등학교
185,장려상,산업및에너지,2019,학생,서울목운초등학교
186,장려상,지구 및 환경,2019,학생,한성과학고등학교
187,장려상,지구 및 환경,2019,학생,세종과학고등학교
188,장려상,지구 및 환경,2019,학생,휘문고등학교
189,장려상,지구 및 환경,2019,학생,목운중학교
190,장려상,지구 및 환경,2019,학생,목일중학교
191,장려상,지구 및 환경,2019,학생,"동구여자중학교,성신여자중학교"
192,장려상,지구 및 환경,2019,학생,서울도신초등학교
193,장려상,지구 및 환경,2019,학생,서울송정초등학교
194,장려상,지구 및 환경,2019,학생,청원초등학교
195,장려상,생물,2019,학생,서울과학고등학교
196,장려상,생물,2019,학생,숙명여자고등학교
197,장려상,생물,2019,학생,서일중학교
198,장려상,생물,2019,학생,서울서원초등학교
199,장려상,화학,2019,학생,한성과학고등학교
200,장려상,화학,2019,학생,혜성여자고등학교
201,장려상,화학,2019,학생,대원국제중학교
202,장려상,화학,2019,학생,중앙대학교사범대학부속중학교
203,장려상,화학,2019,학생,서울불광초등학교
204,장려상,화학,2019,학생,서울목원초등학교
205,장려상,물리,2019,학생,서울과학고등학교
206,장려상,물리,2019,학생,서울과학고등학교
207,장려상,물리,2019,학생,서울대학교사범대학부설중학교
208,장려상,물리,2019,학생,배화여자중학교
209,장려상,물리,2019,학생,한양초등학교
210,장려상,물리,2019,학생,경복초등학교
211,장려상,물리,2019,학생,서울구남초등학교
212,우수상,산업및에너지,2019,학생,서울과학고등학교
213,우수상,산업및에너지,2018,학생,세종과학고등학교
214,우수상,산업및에너지,2019,학생,서울과학고등학교
215,우수상,산업및에너지,2019,학생,한성과학고등학교
216,우수상,산업및에너지,2019,학생,원촌중학교
217,우수상,산업및에너지,2019,학생,서울보라매초등학교
218,우수상,산업및에너지,2019,학생,자양중학교
219,우수상,산업및에너지,2019,학생,서울미양초등학교
220,우수상,지구,2019,학생,반포고등학교
221,우수상,지구 및 환경,2019,학생,한성과학고등학교
222,우수상,지구,2019,학생,세종과학고등학교
223,우수상,지구,2019,학생,서울과학고등학교
224,우수상,지구,2019,학생,서울과학고등학교
225,우수상,지구 및 환경,2019,학생,상명중학교
226,우수상,지구 및 환경,2019,학생,대명중학교
227,우수상,지,2019,학생,서울대학교사범대학부설중학교
228,우수상,지구및 환경,2019,학생,서울목동중학교
229,우수상,지구및 환경,2019,학생,서울대곡초등학교
230,우수상,지구및 환경,2019,학생,매원초등학교
231,우수상,생물,2019,학생,반포고등학교
232,우수상,생물,2019,학생,세종과학고등학교
233,우수상,생물,2019,학생,한성과학고등학교
234,우수상,생물,2019,학생,서울과학고등학교
235,우수상,생물,2019,학생,경기여자고등학교
236,우수상,생물,2019,학생,인수중학교
237,우수상,생물,2019,학생,숭의초등학교6
238,우수상,화학,2019,학생,서울과학고등학교
239,우수상,화학,2019,학생,서울과학고등학교
240,우수상,화학,2019,학생,세종과학고등학교
241,우수상,화학,2019,학생,한성과학고등학교
242,우수상,화학,2019,학생,한성과학고등학교
243,우수상,화학,2019,학생,서울답십리초등학교
244,우수상,물리,2019,학생,서울과학고등학교
245,우수상,물리,2019,학생,세종과학고등학교
246,우수상,물리,2019,학생,세종과학고등학교
247,우수상,물리,2019,학생,경기고등학교
248,우수상,물리,2019,학생,강현중학교
249,우수상,물리,2019,학생,예원중학교
250,우수상,물리,2019,학생,오금중학교
251,우수상,물리,2019,학생,서울삼성초등학교
252,특상,산업및에너지,2019,학생,보성고등학교
253,특상,산업및에너지,2019,학생,서울과학고등학교
254,특상,산업및에너지,2019,학생,세종과학고등학교
255,특상,산업및에너지,2019,학생,이화여자대학교사범대학부속 이화금란중학
256,특상,산업및에너지,2019,학생,영훈초등학교
257,특상,지구 및 환경,2019,학생,잠신고등학교
258,특상,지구 및 환경,2019,학생,한성과학고등학교
259,특상,지구 및 환경,2019,학생,서초중학교
260,특상,지구 및 환경,2019,학생,신목중학교
261,특상,지구및 환경,2019,학생,서울영원초등학교
262,특상,생물,2019,학생,세종과학고등학교
263,특상,생물,2019,학생,세종과학고등학교
264,특상,생물,2019,학생,"대지중학교,장평중학교"
265,특상,생물,2019,학생,서울금양초등학교
266,특상,생물,2019,학생,서울신용산초등학교
267,특상,화학,2019,학생,한성과학고등학교
268,특상,화학,2019,학생,한성과학고등학교
269,특상,화학,2019,학생,서울과학고등학교
270,특상,물리,2019,학생,한성과학고등학교
271,특상,물리,2019,학생,"서울과학고등화,이화여자고등학교"
272,특상,물리,2019,학생,윤중중학교
273,특상,물리,2019,학생,보성중학교
274,특상,물리,2019,학생,서울오륜초등학교
275,특상,환경,2018,학생,반포고등학교
276,장려상,환경,2018,학생,한성과학고등학교
277,우수상,환경,2018,학생,한성과학고등학교
278,우수상,환경,2018,학생,은광여자고등학교
279,장려상,환경,2018,학생,신광여자중학교
280,특상,환경,2018,학생,혜원여자중학교
281,특상,환경,2018,학생,여의도중학교
282,우수상,환경,2018,학생,서일중학교
283,장려상,환경,2018,학생,용강중학교
284,우수상,환경,2018,학생,옥정중학교
285,특상,환경,2018,학생,상명중학교
286,장려상,환경,2018,학생,하계중학교
287,우수상,환경,2018,학생,ㅍ
288,장려상,환경,2018,학생,대명중학교
289,특상,환경,2018,학생,서울안산초등학교
290,우수상,환경,2018,학생,경복초등학교
291,장려상,환경,2018,학생,서울서강초등학교
292,장려상,환경,2018,학생,서울교육대학교부설초등학교
293,우수상,환경,2018,학생,서울용산초등학교
294,특상,산업 및 에너지,2018,학생,서울 대성고
295,장려상,산업 및 에너지,2018,학생,서울과학고등학교
296,특상,산업 및 에너지,2018,학생,서울과학고등학교
297,장려상,산업 및 에너지,2018,학생,잠신고등학교
298,장려상,산업 및 에너지,2018,학생,세종과학고
299,우수상,산업 및 에너지,2018,학생,세종과학고등학교
300,특상,산업 및 에너지,2018,학생,보성고
301,우수상,산업 및 에너지,2018,학생,정신여자고등학교
302,우수상,산업 및 에너지,2018,학생,세종과학고
303,장려상,산업 및 에너지,2018,학생,서울과학고
304,장려상,산업 및 에너지,2018,학생,혜원여자고등학교
305,우수상,산업 및 에너지,2018,학생,문일중학교
306,특상,산업 및 에너지,2018,학생,역삼중학교
307,장려상,산업 및 에너지,2018,학생,삼선중학교
308,우수상,산업 및 에너지,2018,학생,금성초등학교
309,특상,산업 및 에너지,2018,학생,서울목동초등학교
310,우수상,산업 및 에너지,2018,학생,매원초등학교
311,우수상,농림수산,2018,학생,한성과학고
312,우수상,농림수산,2018,학생,목운중학교
313,장려상,농림수산,2018,학생,숭문중학교
314,우수상,농림수산,2018,학생,용강중학교
315,특상,농림수산,2018,학생,서울서교초등학교
316,우수상,지구과학,2018,학생,한성과학고등학교
317,특상,지구과학,2018,학생,경복고등학교
318,장려상,지구과학,2018,학생,한성과학고등학교
319,우수상,지구과학,2018,학생,세종과학고등학교
320,우수상,지구과학,2018,학생,동대문중학교
321,장려상,지구과학,2018,학생,중암중학교
322,특상,식물,2018,학생,반포고등학교
323,우수상,식물,2018,학생,중동고등학교
324,장려상,식물,2018,학생,선정중학교
325,우수상,식물,2018,학생,중앙대학교사범대학부속초등학교
326,장려상,식물,2018,학생,서울잠일초등학교
327,우수상,동물,2018,학생,세종과학고등학교
328,우수상,동물,2018,학생,세종과학고등학교
329,특상,동물,2018,학생,상문고등학교
330,장려상,동물,2018,학생,"""선덕고등학교 이화여고"""
331,장려상,동물,2018,학생,원묵중학교
332,우수상,동물,2018,학생,영훈초등학교
333,특상,화학,2018,학생,한성과학고등학교
334,우수상,화학,2018,학생,서울과학고등학교
335,우수상,화학,2018,학생,숙명여자고등학교
336,장려상,화학,2018,학생,경기고등학교
337,우수상,화학,2018,학생,서울과학고등학교
338,특상,화학,2018,학생,세종과학고등학교
339,장려상,화학,2018,학생,양천고등학교
340,특상,화학,2018,학생,신동중학교
341,장려상,화학,2018,학생,구일중학교
342,우수상,화학,2018,학생,오주중학교
343,장려상,화학,2018,학생,서울경동초등학교
344,특상,화학,2018,학생,서울금동초등학교
345,우수상,화학,2018,학생,길음중학교
346,우수상,화학,2018,학생,매원초등학교
347,장려상,화학,2018,학생,서울신도림초등학교
348,우수상,물리,2018,학생,서울과학고
349,우수상,물리,2018,학생,용문고
350,특상,물리,2018,학생,서울과학고등학교
351,우수상,물리,2018,학생,세종과학고
352,특상,물리,2018,학생,세종과학고등학교
353,우수상,물리,2018,학생,서울과학고등학교
354,장려상,물리,2018,학생,세종과학고등학교
355,우수상,물리,2018,학생,서울과학고등학교
356,특상,물리,2018,학생,서울과학고등학교
357,우수상,물리,2018,학생,세종과학고등학교
358,수상제외,물리,2018,학생,경희고등학교
359,장려상,물리,2018,학생,방산고등학교
360,장려상,물리,2018,학생,개원중학교
361,특상,물리,2018,학생,을지중학교
362,장려상,물리,2018,학생,신일중학교
363,우수상,물리,2018,학생,"""역삼중학교 서일중학교"""
364,장려상,물리,2018,학생,성남중학교
365,우수상,물리,2018,학생,상봉중학교
366,장려상,물리,2018,학생,동북초등학교
367,장려상,물리,2018,학생,강현중학교
368,특상,물리,2018,학생,서울가원초등학교
369,우수상,물리,2018,학생,서울오륜초등학교
370,특상,물리,2018,학생,서울신서초등학교
371,장려상,물리,2018,학생,리라초등학교
372,장려상,물리,2018,학생,서울삼일초등학교
373,특상,환경,2017,학생,한성과학고등학교
374,우수상,환경,2017,학생,한성과학고등학교
375,장려상,환경,2017,학생,한성과학고등학교
376,장려상,환경,2017,학생,한서고등학교
377,우수상,환경,2017,학생,반포고등학교
378,특상,환경,2017,학생,세종과학고등학교
379,우수상,환경,2017,학생,경기고등학교
380,우수상,환경,2017,학생,신서중학교
381,우수상,환경,2017,학생,신목중학교
382,우수상,환경,2017,학생,숭인중학교
383,장려상,환경,2017,학생,송례중학교
384,특상,환경,2017,학생,서일중학교
385,장려상,환경,2017,학생,대치중학교
386,장려상,환경,2017,학생,대원국제중
387,특상,환경,2017,학생,리라초등학교
388,특상,산업 및 에너지,2017,학생,한성과학고
389,우수상,산업 및 에너지,2017,학생,세종과학고
390,장려상,산업 및 에너지,2017,학생,서울과학고등학교
391,장려상,산업 및 에너지,2017,학생,대성고등학교
392,우수상,산업 및 에너지,2017,학생,경기여고
393,우수상,산업 및 에너지,2017,학생,염경중학교
394,장려상,산업 및 에너지,2017,학생,압구정중학교
395,우수상,산업 및 에너지,2017,학생,신목중
396,특상,산업 및 에너지,2017,학생,목운중학교
397,특상,산업 및 에너지,2017,학생,대왕중학교
398,장려상,산업 및 에너지,2017,학생,노곡중학교
399,장려상,산업 및 에너지,2017,학생,남강중학교
400,우수상,산업 및 에너지,2017,학생,서교초등학교
401,우수상,산업 및 에너지,2017,학생,금성초등학교
402,장려상,산업 및 에너지,2017,학생,계남초등학교
403,특상,산업 및 에너지,2017,학생,경복초등학교
404,우수상,농림수산,2017,학생,한성과학고등학교
405,장려상,농림수산,2017,학생,세종과학고등학교
406,특상,농림수산,2017,학생,세종과학고등학교
407,장려상,농림수산,2017,학생,세종과학고등학교
408,장려상,농림수산,2017,학생,대진여자고등학교
409,우수상,농림수산,2017,학생,목운중
410,장려상,지구과학,2017,학생,세종과학고등학교
411,장려상,지구과학,2017,학생,세종과학고등학교
412,우수상,지구과학,2017,학생,을지중하교
413,우수상,지구과학,2017,학생,동성중학교
414,우수상,식물,2017,학생,한서고등학교
415,특상,서울과학고,2017,학생,서울과학고등학교
416,특상,식물,2017,학생,자양중
417,우수상,식물,2017,학생,이화여자대학교사범대학부속이화금란중학교
418,장려상,식물,2017,학생,신동중학교
419,장려상,식물,2017,학생,연촌초등학교
420,우수상,식물,2017,학생,성동초등학교
421,특상,동물,2017,학생,한성과학고등학교
